adm1,adm2,adm3,hf,community,school_name
Western Area Urban District,Freetown City Council,West 2 Zone,Blue Shield Hospital,,
Western Area Urban District,Freetown City Council,West 2 Zone,Dr Daniel Bash Taqi Clinic,,
Western Area Urban District,Freetown City Council,West 2 Zone,EPI Headquarter (New England) CHP,,
Western Area Urban District,Freetown City Council,West 2 Zone,EcoMed Medical Centre Clinic,,
Western Area Urban District,Freetown City Council,West 2 Zone,George Brook CHC,,
Western Area Urban District,Freetown City Council,West 2 Zone,Grey Bush CHC,,
Western Area Urban District,Freetown City Council,West 2 Zone,Hope and New Life Clinic,,
Western Area Urban District,Freetown City Council,West 2 Zone,Kingharman Road Hospital,,
Western Area Urban District,Freetown City Council,West 2 Zone,Kingharman Road Under Fives CHP,,
Western Area Urban District,Freetown City Council,West 2 Zone,Methodist Community Health Clinic,,
Western Area Urban District,Freetown City Council,West 2 Zone,Mubarak Clinic,,
Western Area Urban District,Freetown City Council,West 2 Zone,NACTIB New Life Hospital,,
Western Area Urban District,Freetown City Council,West 2 Zone,New England CHP,,
Western Area Urban District,Freetown City Council,West 2 Zone,PPASL Clinic,,
Western Area Urban District,Freetown City Council,West 2 Zone,Pademba Correctional Hospital,,
Western Area Urban District,Freetown City Council,West 2 Zone,Redeemer Health Clinic,,
Western Area Urban District,Freetown City Council,West 2 Zone,Rina Clinic,,
Western Area Urban District,Freetown City Council,West 2 Zone,St John Clinic and Nursing Home,,
Western Area Urban District,Freetown City Council,West 2 Zone,Treasure Health Hospital,,
Western Area Urban District,Freetown City Council,West 3 Zone,AIDS Health Foundation (AHF) Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Aberdeen Women Centre Hospital,,
Western Area Urban District,Freetown City Council,West 3 Zone,Al-Sheefa Arab Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Arab (Malama) Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Cheaper Land Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Choithrams Memorial Hospital,,
Western Area Urban District,Freetown City Council,West 3 Zone,Christ Healing Center And Community College Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Christ Healing Centre and Community College Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Davidson Nicol Medical Centre Hospital,,
Western Area Urban District,Freetown City Council,West 3 Zone,Dr DJO Robin-Coker Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Family CHP,,
Western Area Urban District,Freetown City Council,West 3 Zone,Good Shepherd Hospital,,
Western Area Urban District,Freetown City Council,West 3 Zone,Healing Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Healthy Step Paediatric Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Hill Station CHP,,
Western Area Urban District,Freetown City Council,West 3 Zone,Iranian Red Crescent Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Juba Military (MI Room) CHP,,
Western Area Urban District,Freetown City Council,West 3 Zone,Life Care (Lumley) Hospital,,
Western Area Urban District,Freetown City Council,West 3 Zone,Lumley Government Hospital,,
Western Area Urban District,Freetown City Council,West 3 Zone,Lumley Under Fives CHP,,
Western Area Urban District,Freetown City Council,West 3 Zone,Malama MCHP,,
Western Area Urban District,Freetown City Council,West 3 Zone,Marie Stopes (Aberdeen Rd) Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Marie Stopes (Ahmed Drive) Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Marie Stopes (Ahmed Drive) EPI Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Mariposa Hospital,,
Western Area Urban District,Freetown City Council,West 3 Zone,Mercy Ships (Aberdeen Fistula Centre) Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Murray Town (MI Room) CHP,,
Western Area Urban District,Freetown City Council,West 3 Zone,Murray Town CHC,,
Western Area Urban District,Freetown City Council,West 3 Zone,No 9 Community Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,PAYCY's Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Pentagon CHP,,
Western Area Urban District,Freetown City Council,West 3 Zone,Samaritan Hospital,,
Western Area Urban District,Freetown City Council,West 3 Zone,Satu's Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Scan Drive MCHP,,
Western Area Urban District,Freetown City Council,West 3 Zone,Sea Coach Aberdeen CHC,,
Western Area Urban District,Freetown City Council,West 3 Zone,Signal Hill MCHP,,
Western Area Urban District,Freetown City Council,West 3 Zone,St Mark Evangelical Lutheran Health Centre Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Stella Maris Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Sunshine MCHP,,
Western Area Urban District,Freetown City Council,West 3 Zone,Thompson Bay MCHP,,
Western Area Urban District,Freetown City Council,West 3 Zone,UN Joint Medical Services Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Well Woman Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Wellness (West 3) Clinic,,
Western Area Urban District,Freetown City Council,West 3 Zone,Wilberforce 34 Military Hospital,,
Western Area Urban District,Freetown City Council,West 3 Zone,Wilberforce CHC,,
